75,sadyr.japarov@mybusiness.com
76,bounnhang.vorachith@mybusiness.com
77,krisjanis.karins@mybusiness.com
78,hassan.diab@mybusiness.com
79,moeketsi.majoro@mybusiness.com
80,george.weah@mybusiness.com
81,fayez.al-sarraj@mybusiness.com
82,gitanas.nauseda@mybusiness.com
83,xavier.bettel@mybusiness.com
84,andry.rajoelina@mybusiness.com
85,lazarus.chakwera@mybusiness.com
86,muhyiddin.yassin@mybusiness.com
87,robert.abela@mybusiness.com
88,david.kabua@mybusiness.com
89,pravind.jugnauth@mybusiness.com
90,ion.chicu@mybusiness.com
91,khaltmaagiin.battulga@mybusiness.com
92,dusko.markovic@mybusiness.com
93,mohammed.vi@mybusiness.com
94,filipe.nyusi@mybusiness.com
95,win.myint@mybusiness.com
96,hage.geingob@mybusiness.com
97,lionel.aingimea@mybusiness.com
98,mark.rutte@mybusiness.com
99,jacinda.ardern@mybusiness.com
100,daniel.ortega@mybusiness.com
101,mahamadou.issoufou@mybusiness.com
102,muhammadu.buhari@mybusiness.com
103,kim.jong-un@mybusiness.com
104,oliver.spasovski@mybusiness.com
105,erna.solberg@mybusiness.com
106,imran.khan@mybusiness.com
107,laurentino.cortizo@mybusiness.com
108,james.marape@mybusiness.com
109,rodrigo.duterte@mybusiness.com
110,mateusz.morawiecki@mybusiness.com
111,andrzej.duda@mybusiness.com
112,klaus.iohannis@mybusiness.com
113,vladimir.putin@mybusiness.com
114,paul.kagame@mybusiness.com
115,allen.chastanet@mybusiness.com
116,alessandro.cardelli@mybusiness.com
117,evaristo.carvalho@mybusiness.com
118,macky.sall@mybusiness.com
119,ana.brnabic@mybusiness.com
120,wavel.ramkalawan@mybusiness.com
121,igor.matovic@mybusiness.com
122,janez.jansa@mybusiness.com
123,manasseh.sogavare@mybusiness.com
124,cyril.ramaphosa@mybusiness.com
125,moon.jae-in@mybusiness.com
126,pedro.sanchez@mybusiness.com
127,gotabaya.rajapaksa@mybusiness.com
128,timothy.harris@mybusiness.com
129,ralph.gonsalves@mybusiness.com
130,mahmoud.abbas@mybusiness.com
131,chan.santokhi@mybusiness.com
132,stefan.lofven@mybusiness.com
133,simonetta.sommaruga@mybusiness.com
134,bashar.al-assad@mybusiness.com
135,tsai.ing-wen@mybusiness.com
136,emomali.rahmon@mybusiness.com
137,john.magufuli@mybusiness.com
138,prayut.chan-o-cha@mybusiness.com
139,francisco.guterres@mybusiness.com
140,faure.gnassingbe@mybusiness.com
141,keith.rowley@mybusiness.com
142,kais.saied@mybusiness.com
143,gurbanguly.berdimuhamedow@mybusiness.com
144,kausea.natano@mybusiness.com
145,yoweri.museveni@mybusiness.com
146,volodymyr.zelensky@mybusiness.com
147,boris.johnson@mybusiness.com
148,joe.biden@mybusiness.com
149,tabare.vazquez@mybusiness.com
150,shavkat.mirziyoyev@mybusiness.com
151,bob.loughman@mybusiness.com
152,nicolas.maduro@mybusiness.com
153,edgar.lungu@mybusiness.com
154,emmerson.mnangagwa@mybusiness.com
